"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"GRRF","China Grentech Corporation Limited","3.11","70068300","n/a","2006","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/grrf",
"CGEI","China Growth Equity Investment Ltd.","9.62","60125000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cgei",
"CGEIU","China Growth Equity Investment Ltd.","10","50000000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cgeiu",
"CGEIW","China Growth Equity Investment Ltd.","0.55","4931850","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cgeiw",
"HGSH","China HGS Real Estate, Inc.","1.01","45500500","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CHLN","China Housing & Land Development, Inc.","1.56","54752880","n/a","1984","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/chln",
"CNIT","China Information Technology, Inc.","1.1207","30877526.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CJJD","China Jo-Jo Drugstores, Inc.","1.17","15832440","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cjjd",
"HTHT","China Lodging Group, Limited","12.99","783232050","n/a","2010","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CHNR","China Natural Resources, Inc.","7.37","170232260","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"NKBP","China Nuokang Bio-Pharmaceutical Inc.","3.5","70651000","n/a","2009","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nkbp",
"CPSL","China Precision Steel, Inc.","0.4622","21521418.6","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cpsl",
"CRIC","China Real Estate Information Corporation","5.44","789126400","n/a","1982","Finance","Real Estate","http://www.nasdaq.com/symbol/cric",
"CREG","China Recycling Energy Corporation","1.54","67040820","n/a","1996","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CPGI","China Shengda Packaging Group, Inc.","0.93","36075630","n/a","2010","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cpgi",
"CSUN","China Sunergy Co., Ltd.","1.86","27619140","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.45","76754300","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cntf",
"CTDC","China Technology Development Group Corporation","0.8101","18166492.5","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctdc",
"CTFO","China TransInfo Technology Corp.","4.78","120790600","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctfo",
"CVVT","China Valves Technology, Inc.","2.13","76935600","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/cvvt",
"CXDC","China XD Plastics Company Limited","5.18","246189860","n/a","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CNYD","China Yida Holding, Co.","1.52","29719040","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cnyd",
"CCIH","ChinaCache International Holdings Ltd.","5.85","141072750","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CAST","ChinaCast Education Corporation","4.24","207844800","n/a","1994","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cast",
"CEDU","ChinaEdu Corporation","7.22","114025460","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cedu",
"CNET","ChinaNet Online Holdings, Inc.","0.91","18236400","n/a","1996","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"CHDX","Chindex International, Inc.","10.01","156456300","n/a","1994","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/chdx",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","15.45","515829150","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CHSCP","CHS Inc","29.85","366319200","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","58.61","1006978410","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHYR","Chyron Corporation","1.6","26942400","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/chyr",
"CIEN","CIENA Corporation","16.215","1599609750","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cien",
"DFR","CIFC Corp.","5.84","118289200","n/a","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dfr",
"CIMT","Cimatron, Limited","3.95","36723150","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/cimt",
"CINF","Cincinnati Financial Corporation","34.03","5515548370","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Digital Cinema Corp","1.65","62064750","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","38.68","5018072440","n/a","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","23.93","1533817280","n/a","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","20.06","108041916280","n/a","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","10.4","155438400","n/a","1995","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CZNC","Citizens & Northern Corp","18.69","228092760","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","6.0744","31179895.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","7.3","14373700","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","18.9101","91600524.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CRBC","Citizens Republic Bancorp, Inc.","16.44","658438440","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/crbc",
"CSBC","Citizens South Banking Corporation","4.43","50971580","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbc",
"CTXS","Citrix Systems, Inc.","74.86","13892294220","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","34","502554000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CTEL","City Telecom (H.K.) Limited","12.37","477432520","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctel",
"CWEI","Clayton Williams Energy, Inc.","78.22","951389860","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cwei",
"CDTI","Clean Diesel Technologies, Inc.","3.36","24255840","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","20.22","1728324720","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","4.7899","10988030.6","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLFD","Clearfield, Inc.","5.07","62492820","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne Communications Inc.","4.18","38008740","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/clro",
"CLWR","Clearwire Corporation","2.195","992730455","n/a","2007","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/clwr",
"CBLI","Cleveland BioLabs, Inc.","1.62","57529440","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CKSW","ClickSoftware Technologies Ltd.","10.45","320125300","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"CSBK","Clifton Savings Bancorp, Inc.","10.43","272619340","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","18.91","423130160","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CME","CME Group Inc.","287.49","19100835600","n/a","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CMSB","CMS Bancorp, Inc.","7.51","13991130","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cmsb",
"CCNE","CNB Financial Corporation","16.25","200736250","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CISG","CNinsure Inc.","6.08","304571520","n/a","2007","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/cisg",
"COBZ","CoBiz Financial Inc.","6.74","249831580","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COBR","Cobra Electronics Corporation","3.9","25506000","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cobr",
"COKE","Coca-Cola Bottling Co. Consolidated","63.28","451882480","n/a","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CDXS","Codexis, Inc.","3.68","132288640","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","11.17","46590070","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","9.45","60347700","n/a","2005","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Group, Inc.","18.47","848160870","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","40.95","1737058050","n/a","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","76.76","23287141760","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COGO","Cogo Group, Inc.","2.65","90394150","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cogo",
"COHR","Coherent, Inc.","55.11","1298391600","n/a","1970","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"COHU","Cohu, Inc.","11.25","271811250","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CSTR","Coinstar, Inc.","61.31","1897299260","n/a","1997","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cstr",
"CWTR","Coldwater Creek, Inc.","0.961","116867210","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cwtr",
"CCIX","Coleman Cable, Inc.","9.22","160593960","n/a","1993","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/ccix",
"CLCT","Collectors Universe, Inc.","15.67","126879990","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COBK","Colonial Financial Services, Inc.","12.9","51535500","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cobk",
"CBAN","Colony Bankcorp, Inc.","4.23","35696970","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","22.06","871877380","n/a","1992","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"CBRX","Columbia Laboratories, Inc.","0.6901","60223646.8","n/a","1988","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbrx",
"COLM","Columbia Sportswear Company","48.79","1645198800","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","15.48","300219120","n/a","1984","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","1.24","9448800","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmx",
"CBMXW","CombiMatrix Corporation","0.14","154000","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmxw",
"CMCSA","Comcast Corporation","29.68","62193757360","n/a","1972","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CMCSK","Comcast Corporation","29.18","18173770880","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsk",
"CBSH","Commerce Bancshares, Inc.","40.06","3563857780","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CMFB","COMMERCEFIRST BANCORP INC","13.67","24893070","n/a","1983","Finance","Major Banks","http://www.nasdaq.com/symbol/cmfb",
"CNAF","Commercial National Financial Corporation","22.9","65516900","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnaf",
"CVGI","Commercial Vehicle Group, Inc.","10.39","288509520","n/a","2004","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"CTCH","Commtouch Software Ltd.","2.84","67864640","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctch",
"JCS","Communications Systems, Inc.","12.97","109804020","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"CBIN","Community Bank Shares of Indiana, Inc.","12.9","43318200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbin",
"CFFC","Community Financial Corp.","2.98","12998760","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffc",
"CPBC","Community Partners Bancorp","5.65","44974000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cpbc",
"CTBI","Community Trust Bancorp, Inc.","31.17","480890760","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","2.44","14615600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"CVLT","CommVault Systems, Inc.","51.6","2280823200","n/a","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"GNOM","Complete Genomics, Inc.","2.75","91253250","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/gnom",
"GSJK","Compressco Partners, L.P.","16.53","152803320","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/gsjk",
"CCRT","CompuCredit Holdings Corporation","5.71","137433990","n/a","1999","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ccrt",
"CGEN","Compugen Ltd.","5.69","197488520","n/a","1981","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","55.99","619417370","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CTGX","Computer Task Group, Incorporated","14.79","274132650","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctgx",
"CPWR","Compuware Corporation","8.71","1903735990","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpwr",
"SCOR","comScore, Inc.","20.39","691547240","n/a","1980","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Homebuilding Companies, Inc.","1.561","26880420","n/a","2004","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","32.44","625897360","n/a","1972","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"COMV","Comverge, Inc.","1.805","45902955","n/a","2007","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/comv",
"CMVT","Comverse Technology, Inc.","6.48","1416391920","n/a","1986","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cmvt",
"CPTS","Conceptus, Inc.","13.83","432049200","n/a","1996","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cpts",
"CNQR","Concur Technologies, Inc.","55.98","3051973620","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnqr",
"CCUR","Concurrent Computer Corporation","3.65","33590950","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CNMD","CONMED Corporation","29.24","816351560","n/a","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","27.66","241803720","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CONN","Conn&#39;s, Inc.","17.47","558568310","n/a","2003","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","18.83","563280620","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","7.43","108188230","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CTCT","Constant Contact, Inc.","29.18","881965500","n/a","2007","Technology","Advertising","http://www.nasdaq.com/symbol/ctct",
"CPSS","Consumer Portfolio Services, Inc.","1.67","28800820","n/a","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"CNVO","Convio, Inc.","15.45","292190400","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnvo",
"CPNO","Copano Energy, L.L.C.","34.89","2518081080","n/a","2004","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cpno",
"CPRT","Copart, Inc.","25.64","3244101000","n/a","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"CORT","Corcept Therapeutics Incorporated","3.73","314181630","n/a","1982","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"CORE","Core-Mark Holding Company, Inc.","39.56","448254360","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"COCO","Corinthian Colleges, Inc.","3.85","326838050","n/a","1999","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/coco",
"CSOD","Cornerstone OnDemand, Inc.","21.25","1029966250","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRTX","Cornerstone Therapeutics Inc.","5.88","153021120","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crtx",
"CNDO","Coronado Biosciences, Inc.","7.57","140832280","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cndo",
"CRVL","CorVel Corp.","41.22","467805780","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"COSI","Cosi, Inc.","1.05","54442500","n/a","1993","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cosi",
"CPWM","Cost Plus, Inc.","17.92","400924160","n/a","1996","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/cpwm",
"CSGP","CoStar Group, Inc.","68.16","1734399360","n/a","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","87.18","37917110220","n/a","1985","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost",
"CRRC","Courier Corporation","10","122520000","n/a","1972","Consumer Services","Publishing","http://www.nasdaq.com/symbol/crrc",
"CVTI","Covenant Transportation Group, Inc.","3.27","40449900","n/a","1994","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cvti",
"COWN","Cowen Group, Inc.","2.54","293578280","n/a","2006","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cown",
"CRAI","CRA International,Inc.","23.41","248871710","n/a","1998","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","56.19","1292032860","n/a","1981","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","7.32","137945400","n/a","1994","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","7.15","262969850","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"CACC","Credit Acceptance Corporation","94.22","2414104840","n/a","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cacc",
"CRED","Credo Petroleum Corporation","9.98","100209180","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cred",
"CREE","Cree, Inc.","32.545","3778441955","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree",
"CRFN","Crescent Financial Bancshares, Inc.","3.64","103321400","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/crfn",
"CRESW","Cresud S.A.C.I.F. y A.","0.0998","17964000","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cresw",
"CRESY","Cresud S.A.C.I.F. y A.","11.3","566762800","n/a","1997","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cresy",
"CXPO","Crimson Exploration Inc.","4.54","204912900","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxpo",
"CROX","Crocs, Inc.","20.77","1865956030","n/a","2006","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/crox",
"ATX","Cross (A.T.) Company","11.62","129365460","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/atx",
"CCRN","Cross Country Healthcare, Inc.","4.95","154633050","n/a","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ccrn",
"CRDS","Crossroads Systems, Inc.","5.8","63869600","n/a","1992","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/crds",
"XTXI","Crosstex Energy, Inc.","13.71","649716900","n/a","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/xtxi",
"XTEX","Crosstex Energy, L.P.","16.34","831101420","n/a","2002","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/xtex",
"CRWS","Crown Crafts, Inc.","5.34","51573720","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/crws",
"CRWN","Crown Media Holdings, Inc.","1.52","546707520","n/a","1983","Consumer Services","Television Services","http://www.nasdaq.com/symbol/crwn",
"CRMB","Crumbs Bake Shop, Inc.","3.37","18555220","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/crmb",
"CRMBU","Crumbs Bake Shop, Inc.","3.7","59200","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/crmbu",
"CRMBW","Crumbs Bake Shop, Inc.","0.17","927520","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/crmbw",
"CRYP","CryptoLogic Limited","2.53","34962070","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cryp",
"CSGS","CSG Systems International, Inc.","14.75","498874500","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/csgs",
"CSPI","CSP Inc.","4.15","14209600","n/a","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/cspi",
"CSRE","CSR plc","13.65","679087500","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/csre",
"CTCM","CTC Media, Inc.","11.13","1750971600","n/a","2006","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ctcm",
"CTIB","CTI Industries Corporation","4.7","15063500","n/a","1997","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ctib",
"CTRP","Ctrip.com International, Ltd.","21.69","3119303970","n/a","2003","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ctrp",
"CBST","Cubist Pharmaceuticals, Inc.","40.86","2572096140","n/a","1996","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbst",
"CUI","CUI Global, Inc.","4.59","33539130","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cui",
"CPIX","Cumberland Pharmaceuticals Inc.","7.54","152134580","n/a","2009","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpix",
"CMLS","Cumulus Media Inc.","3.4","436050000","n/a","1998","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cmls",
"CRIS","Curis, Inc.","4.65","360430800","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","8.21","114184680","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","11.59","1212429900","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","12.73","75081540","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","9.76","53045600","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cyan",
"CYBX","Cyberonics, Inc.","37.55","1034089450","n/a","1993","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cybx",
"CYBE","CyberOptics Corporation","10.15","70268450","n/a","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/cybe",
"CYBI","Cybex International, Inc.","2.561","43844320","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/cybi",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.61","33079690","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","2.5","3032500","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyccp",
"CYMI","Cymer, Inc.","48.68","1500074200","n/a","1996","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cymi",
"CYNO","Cynosure, Inc.","18.85","181450100","n/a","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cyno",
"CY","Cypress Semiconductor Corporation","14.72","2279362560","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/cy",
"CYTK","Cytokinetics, Incorporated","1.09","78785200","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cytk",
"CYTX","Cytori Therapeutics Inc","2.42","133910700","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytx",
"CYTXW","Cytori Therapeutics Inc","1.3","5822700","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytxw",
"CYTR","CytRx Corporation","0.359","53285293","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cytr",
"DMED","D. Medical Industries Ltd.","0.35","3784550","n/a","1994","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dmed",
